overall_rating,review_text,sentiment,predito,tipo_erro
2,"Pelo valor que foi pago é bem fraquinho,contando ainda que depois que comprei apareceu um melhor e mais barato para venda,e ainda entregaram no endereço de uma vizinha que nem conheço.",0,1,Falso positivo
4,"Comprei pra fazer sucos e vitaminas para o meu bebê, ele é muito prático e posso levar nas viagens, somente a tampa cinza que fecha a boca quebrou no primeiro dia, pois ele é frágil.",1,0,Falso negativo
4,preciso so da tampa dessa panela vcs vendem avulso e quanto custa,1,0,Falso negativo
1,"Ótimo produto é qualidade excelente!!!  Super indico, ficou ótimo na instalação!!!  Obrigado por tudo, pois compraria várias sem problemas!!!!",0,1,Falso positivo
1,"Sempre compro nesse site, porém dessa vez não gostei do produto porque o mesmo não pesa com precisão oscila muito.",0,1,Falso positivo
4,Gostei muito do produto.. chega a carregar o celular em torno de três a quatro vezes.  A unica queixa que tenho a fazer é sobre o tamanho e peso do produto.,1,0,Falso negativo
5,Por gentileza poderia enviar esses pra AS LOJAS de Balsas,1,0,Falso negativo
5,Fiz o meu pedido e até agora não chegou. Já passou da data prevista de entrega.,1,0,Falso negativo
5,Comprei justamente por precisar de um produto impermeável e não me decepcionei. Tenho cachorro em casa e melhorou demais meu ambiente.,1,0,Falso negativo
2,"Pela descrição do produto no site, o mesmo não apresenta todas as qualidades que se mostra no anuncio, principalmente no acabamento do produto, inferior daquilo que poderia ser, mas mesmo assim recomendaria tendo em vista o valor do mesmo.",0,1,Falso positivo
5,"Então sempre fui um consumidor dos produtos samsung, mas agora resolvi ter os produtos da motorola no começo fiquei com medo, mas agora que ja passou dias usando o celular e esta muito otimo",1,0,Falso negativo
4,Infelizmente pela má qualidade da embalagem as bordas dos livros estavam amassadas e muitas etiquetas na capa deixando o livro marcado como se fossem usados.,1,0,Falso negativo
4,"Adquiri este sofá da Mobly e ele é muito bonito. O conforto é compatível com o preço, Não é uma cama king size, mas um sofá que vale o preço. Para o conforto eu daria 7, para o design 9 para o material 8, para a entrega 10. Comparei com outros em lojas físicas e gostei muito do meu quando chegou, saiu pela metade do preço das lojas físicas e com qualidade superior. Eu resolvi arriscar, porque é lei e podemos ter a devolução do preço pago no prazo de 7 dias. Se não gostasse do produto, poderia devolver. Gostei! Fiquei!",1,0,Falso negativo
1,"Produto entregue é mais barato do que o produto Pedido.  Devido a necessidade, já estou utilizando. Quero a Restituiçao da Diferença = R$ 73,00.",0,1,Falso positivo
5,Este é o meu ferro de passar favorito! Produtos Black Decker são de primeira qualidade!,1,0,Falso negativo
1,"Peguei cada componente dessa maquina e fui pesquisando o preço em sites ( kabum )   R$ 2477,00   Melhor darem um reajuste no preço...",0,1,Falso positivo
2,"O produto em si é bom, a entrega foi rápida mais para troca é uma demora e burocracia",0,1,Falso positivo
5,"A entrada do meu microfone não estava mais funcionando,graças esse aparelho,estou conseguindo agora usar o microfone.",1,0,Falso negativo
5,Ela é linda. Café delicioso pq vc programa se quer forte ou regular. Economiza filtro. O café fica quente um tempão. Desliga sozinha. É autolimpante. Ameiii,1,0,Falso negativo
4,o note é excelente mas o Windows 10 não funcionou direito e tive que desinstalar ele e instalar o W8,1,0,Falso negativo
2,"Chegou antes do prazo, muito bonito, mas a media esta com 2.32X1.92 .",0,1,Falso positivo
5,"Todo mundo usa o adjetivo 'medieval' como algo ruim, e fala em Idade Média como povo atrasado, sem cultura, vivendo em repressão sem liberdade e sem estudos. Idade das Trevas, eles tentam nos enganar. Pura mentira.  A verdade é que foi na Idade Média que surgiram, por exemplo, as universidades. E a Igreja Católica teve papel fundamental nisso, bem como na criação do Direito, da Previdência, do Assistencialismo (é só pensar em quantas Santas Casas de Misericórdia existem). Os católicos também foram importantíssimos na criação da Astronomia e no desenvolvimento da Ciência, por mais incrível que pareça.  Todas estas explicações estão neste livro totalmente embasado em conhecimentos históricos verídicos e incontestáveis.",1,0,Falso negativo
2,NÃO TEM OPÇÃO DE ESCOLHER A COR NO ATO DA COMPRA. COMO COMPRAR?,0,1,Falso positivo
2,"Como esfregão ele é bom,mas não absorve a água e fica com cabelos e sujeira grudada .Se fosse em algodão penso que seria ótimo",0,1,Falso positivo
2,................................................................................................................................................,0,1,Falso positivo
4,"COMPREI O PRODUTO, PELO FATO QUE DR CARRO INDICOU E DEU MUITO CERTO. PARABENS",1,0,Falso negativo
4,"Fácil de usar, só não tem bandeja de saída. Tirando isso, é maravilhosa.",1,0,Falso negativo
1,"Deveria denunciar vocês ao Ministério Público por vender um produto desses. Anunciam Full HD e outras coisas, mas só pra enrolar.  Sou jornalista e no momento oportuno irei fazer um ampla reportagem sobre isso, inclusive em jornal de grande circulação.",0,1,Falso positivo
2,Só que veio com Embalagem diferente  e não veio escrito como essa Lanterna X900 Original Shadowhaw Militar Americana e o produto é bom com otíma qualidade e funcionou bem,0,1,Falso positivo
4,"O fogao é bem bonito, mas tem um acabamentoem borracha em volta do vidro que nao me agradoue os pés poderiam ser mais fortes tmb. No geral é um belo fogao e o preço foi justo. A entrega foi demorada",1,0,Falso negativo
2,Xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,0,1,Falso positivo
1,"MEU FILHO ESTA SUPER PREJUDICADO NA ESCOLA, DEVIDO AO FATO QUE O LIVRO AINDA NÃO CHEGOU.",0,1,Falso positivo
4,"contudo, só não comprei porque aprecio ver algumas coisas em tv, e 'parece' na contra mão, ele vem com tv analógica. isso no momento em que estamos migrando para o sinal aberto digital...",1,0,Falso negativo
2,Este notebook funciona muito bem se vc estiver usando o ClimUP.  Depois que passei a usar o ClimUP ele ficou muito rápido. Vou deixar o link pra vocês.  Site oficial: https://climup.me  Vale muito a pena!,0,1,Falso positivo
2,"muito leve, mais para criança aprender a ver as horas",0,1,Falso positivo
2,"O produto é bem fraquinho, aspira pequenos pós, com bastante demora, mas pelo preço vale sim, na praia foi super útil!!",0,1,Falso positivo
2,"Atende, porém, pelas especificações que li do produto disponibilizadas antes da compras, não condiz com o produto. Em relação a capacidade, ele é frago de potencia.",0,1,Falso positivo
5,"Produto de excelentíssima qualidade, além do preço acessível. Prazo de entrega sem comparação.",1,0,Falso negativo
4,"O produto em si é ótimo, mas nada melhor do que o atendimento ao cliente, comprei e tive o melhor suporte do revendedor deste produto como nunca tive em outro lugar.",1,0,Falso negativo
1,"A entrega foi super rápida, chegou antes do previsto. Mas infelizmente, a panela maior veio danificada por dentro e estufada pelo lado de fora perto da alça. Em se tratando de beleza nada a reclamar!  Fiz uma reclamação e até o momento não tive nenhum retorno para sanar esta pendência.",0,1,Falso positivo
4,fica muito bonito quando passa a luz do sol. as cores cintilam.  --------------------------------------------------------------------------------------------------------------------------fica muito bonito quando passa a luz do sol. as cores cintilam.  Só não gostei dessa avaliação das americanas. Disse que meu comentário era muito curto e não permitiu postar. Muito chato ter que escrever um tratado aqui. Tenho mais o que fazer.,1,0,Falso negativo
2,"Realmente potencializa a memória. Seu vocabulário melhora, dá pra lembrar de palavras que você nem sabia que lembrava, além de melhorar seu desempenho em algumas atividades graças a isso. Em relação a foco e energia não senti a minima diferença. Senti vários efeitos colaterais: Ansiedade, Sonolência, Disfunções intestinais e outros...",0,1,Falso positivo
4,"Comprei 2 produtos ( Barbie) na mesma compra e só recebi um . Estou aguardando a chegada do outro , mas apreensiva .",1,0,Falso negativo
1,Não compensa. aqui na minha cidade consegue comprar produto melhor qualidade com menos valor.,0,1,Falso positivo
5,TEM uma parte dela (a alça que serve pra segurar) é a única parte q não é pintada. Acharia a caneca mais bonita se ela fosse toda preta,1,0,Falso negativo
5,"O farol emite uma luz forte e tem opção de farol alto, baixo e piscante. Além disso vem com uma buzina que emite um som bem alto.",1,0,Falso negativo
2,"Sempre comprei pela Americanas e sempre recebi no prazo, mas dessa vez esta atrasado ha 2 dias...espero não me decepcionar com Americanas.",0,1,Falso positivo
5,"produto entregue no prazo, e em otimo estado, digo isso pois comprei um jogo no site de outra loja e o jogo veio com defeito mandei para troca e mandaram com defeito de novo.",1,0,Falso negativo
5,"Só não chegou m,ais a tempo devido o ATRASO dos CORREIOS!!!",1,0,Falso negativo
4,A impressora é boa. Só não gostei da bandeja de papel. É fraca. Poderiam criar um mecanismo mais eficiente que travasse o papel para ele ficar sempre na posição correta.,1,0,Falso negativo
4,"Ele apresenta muito fracil , achei que era tipo falsificado kkkkk , mas em termos de água quente 100% aprovado .",1,0,Falso negativo
1,Onde está a droga do manual? Em nenhum lugar vi menção sobre a garantia (prazo e exceções),0,1,Falso positivo
4,Gostei pq veio com tampo preto e o único problema é que a peça em cima do tampo no fundo não fica bem fixada. Vou ter q comprar um parafuso mais grosso.,1,0,Falso negativo
1,"Adorei o livro, é muito bom para qurm começa a estudar anatomia, basicamente do zero. Recomendo muito",0,1,Falso positivo
4,Quero saber se ele já vem montado pois não tenho nenhuma experiencia em montar pcs,1,0,Falso negativo
4,"Só achei o material um pouco fraco, de resto desempenha bem seu papel.",1,0,Falso negativo
2,"Produto ótimo, mas nem sequer foi passado um jornal na caixa... Veio etiquetas coladas por todos os lados... Dar de presente nem pensar. Péssima embalagem do vendedor.",0,1,Falso positivo
4,"AINDA ESTOU AVAILANDO, PORQUE TENHO POUCO TEMPO QUE USO.",1,0,Falso negativo
4,"Gostei do produto, minha unica reclamação é quanto ao transporte, ocorreu confusão nas informações, foi enviado para o correio, só fui descobrir depois de está a 4 dias no correios esperando a retirada do produto na agência. A entrega não foi feita em casa, além de que não me foi informado a localização do produto, não sabia em qual agencia estava nem o seu código de rastreio.",1,0,Falso negativo
2,"A pipoca fica murcha . Testei duas marcas  de milho e coloquei a quantidade correta indicada pelo medidor Dá para comer, mas bom seria se ficassem crocantes.",0,1,Falso positivo
1,"Ela possui pouca regulagem, para quem tem o rosto um pouco maior como no meu caso ela não cabe. Precisaria ter um pouco mais de regulagem para poder se adaptar a rostos maiores.",0,1,Falso positivo
2,"O produto demorou chegar tiver um ir retirar nos correios, o produto: gostei pelo preço tá ótimo, agora o que eu não gostei e quem vai comprar vai sofrer e os fios são muito pequeno o do mouse tive que conectar ele na frente da CPU pq o fio não dava pra colocar atrás, o fio no mínimo deverias era de uns 2 metros acho que não tem 1 metro....",0,1,Falso positivo
5,"Eu deveria ter pedido com cor, não percebi na hora de colocar no carrinho.",1,0,Falso negativo
5,A impressora reconheceu o cartucho como original.................................................................................................................................................................,1,0,Falso negativo
1,"Promete alisar, mas n alisou nada o meu cabelo, além do cheiro ser super forte e ser difícil respirar, os olhos ardem",0,1,Falso positivo
1,"Referente ao produto Moto E ""XT1762"", apesar do aparelho mostrar ter bom custo x beneficio, apresenta um pouco de lentidão ao executar comandos de um ou outro app, como também o leitor biométrico, que não funciona perfeitamente, que inclusive parou de funcionar.",0,1,Falso positivo
5,"Único defeito do produto é só a dificuldade para a troca de pilhas, pois o local de uma das pilhas é muito fundo, necessita de uma tesoura para retirar a pilha.",1,0,Falso negativo
4,Gostaria de saber as informações do produto que não tem no site :  Número de Portas:  Portas de correr:  Porta reversível:  Espelho:  Número de gavetas:  Dobradiças metálicas:  Material:  Tipo de Guarda Roupa:  Modulado:  Quantidade de portas de correr:  Tipo de corrediça:  Material do cabideiro:  Sistema de montagem:  Produto desmontado necessita de montagem:  Complexidade da montagem:  Modelo:  Altura (cm):  Largura (cm):  Profundidade (cm):  Peso aproximado (Kg):  Marca:  Ítens inclusos:  Este produto chegará em (volumes):  Material/Composição:  Garantia do fornecedor (meses):  Aviso importante:  Número de Portas:  Portas de correr:  Porta reversível:  Espelho:  Número de gavetas:  Dobradiças metálicas:  Material:  Tipo de Guarda Roupa:  Modulado:  Quantidade de portas de correr:  Tipo de corrediça:  Material do cabideiro:  Sistema de montagem:  Produto desmontado necessita de montagem:  Complexidade da m:,1,0,Falso negativo
4,"Para quem tem o cartão da Americanas, no mínimo deveria poder parcelar até 10x sem juros. Porque é um produto de valor alto. Por gentileza equipe aí da Americanas vamos rever esse prazo de pagamento sem juros. Obrigada, e aguardo retorno!",1,0,Falso negativo
4,"Boa TV em relação ao custo-benefício. Infelizmente tem algumas limitações quanto ao aplicativos disponíveis - não têm os de canais de TV a cabo, como Net NOW, Fox, HBO, etc.",1,0,Falso negativo
5,"O livro veio novo, como se tivesse comprado na livraria.",1,0,Falso negativo
1,Talvez na versão 5 chegue perto de um GTA.  Tem que aprender com a rockstar.,0,1,Falso positivo
2,"Atendimento excelente do pessoal da Americanas.com, mas como o serviço foi passado para outra loja, acabei não recebendo e já fui reembolsado. Obrigado",0,1,Falso positivo
4,"Comprei dois controles,porém  Um ta com mal contato e não consigo jogar direito",1,0,Falso negativo
5,"material resistente, rodinha gira com facilidade, porem tem que ficar de olho para o bebe não se jogar e virar a cadeirinha.",1,0,Falso negativo
1,"Fala-se que são 600mg, mas na embalagem do produto atrás, está escrito que contém apenas 190mg de triptofano.",0,1,Falso positivo
1,"estava muito anciosa pra usar meu produto,mas a demora da entrega está me frustrando....",0,1,Falso positivo
4,"Impressionante como a Americanas consegue incomodar os clientes. Deveria ser possível informar apenas se gostou do produto ou não, mas ao invés disso o cliente é obrigado a escrever algo para concluir a avaliação. Acham que eu tenho tempo para bobagem assim? Legal que enquanto não fiz essa avaliação não pararam de me mandar e-mail. Continuem assim de pelo menos esse cliente aqui vão perder.",1,0,Falso negativo
2,"Entrega rápida, valor bom, mas o produto é muito fraco! A velocidade maxima é fraca demais",0,1,Falso positivo
5,Esse Hoverboard são de quantas polegadas? Preciso saber antes de concluir a compra.,1,0,Falso negativo
4,tem o idioma português? aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,1,0,Falso negativo
4,"SÓ NÃO É MELHOR , POIS O PLUG PARA TOMADA NÃO É DO PADRÃO DO INMETRO !",1,0,Falso negativo
1,A TV trava e/ou re-inicia frequentemente quando são utilizadas a aplicações SmartTV particularmente as funções de navegação no YouTube. A única aplicação que aparenta funcionar sem problemas e o NetFlix. Instalei todas as alterações de software fornecidas pela Philips sem consertar os problemas. As entradas HDMI da TV aparentam funcionar corretamente. A Philips me solicitou que enviasse a TV para a assistência técnica mas o problema não aparenta ser eletrônico  (as demais facilidades não funcionariam) e sim no software. Talvez eu esteja mal acostumado com a implementação SmartTV da Samsung.,0,1,Falso positivo
4,Gostei muito do produto so que ele veio com um pequeno defeito.,1,0,Falso negativo
5,"Eu só nao vou comprar pq ele é single chip, infelizmente só isso que me decepcionou",1,0,Falso negativo
5,A americanas não entregou ainda. Já são 12 dias de atraso.,1,0,Falso negativo
1,"O buraco de entrada desse transformador é grande demais, então tomada nenhuma encaixa nele direito. Daí, com qualquer espirro a tomada escapa e o aparelho desliga! Além do mais, como o produto não tem indicações claras nem manual de instruções, precisei de vários dias para descobrir como posicionar a chave para poder utilizá-lo. Ele só tem uma chave que muda de 110 para 220, mas NENHUMA indicação de qual posição você deve deixar. (A propósito, você deve deixar a chave na posição da voltagem da sua região, então se você mora em região com 220 e quer usar aparelho de 110, precisa deixar a chave em 220, e vice-versa).",0,1,Falso positivo
4,"Ao puxar as gavetas, elas emperram, assim como para fechar, mas tirando isso... compensa muito pelo preço",1,0,Falso negativo
2,A pessoa que ganhou o presente não gostou da qualidade do som e da imagem.,0,1,Falso positivo
4,"É muito rápida e imprime com ótima qualidade, pois a resolução é alta. Excelente para casa ou pequenos escritórios com um volume de impressão médio.  Custo de recarga é baixo. Os pontos fracos estão relacionados com a instalação que tem dificuldade pelo Wifi (utilize a opção manual e com o cabo) e pelo baralho mecânico quando em uso que é alto (dá a impressão que algo vai quebrar ou travar, mas não é verdade).",1,0,Falso negativo
5,"ja usei todo material deste kit, menos o aspirador (podria ser um opcional para um kit completa). Resto estou usando todos os dias, haste para peneira poderia acho um pouco fraco, tem que usar com cuidado.",1,0,Falso negativo
4,Só lamentei que ele não tenha saída de audio pra RCA!,1,0,Falso negativo
5,Infelizmente o controle remoto veio com defeito e até agora as Lojas Americanas sequer respondeu às minhas reclamações.  Um descaso imperdoável.,1,0,Falso negativo
4,"Bateria, processador tela, armazenamento... Tudo muito bom!  Os Snaps que ainda são muito caros pra comprar separado. O Android demorou pra atualizar tbm... Enquanto a M já está vendendo lançamentos com o Android 8.0, ainda na liberou atualização pro Z2 mas no site diz que já está liberando... Cadê?",1,0,Falso negativo
5,Gostaria de saber se eu pegar na loja e comprar no site pode?,1,0,Falso negativo
4,"O produto com menos de um mês e algumas partes do touch já parou de funcionar. Muito chata está situação, menosbde um mês e já terei que entrar em contato com a garantia do produto. Mas o produto em si é excelente, só não dei sorte.",1,0,Falso negativo
4,"O modelo entregue não veio com pés, apenas umas borrachinhas, nem espelho como mostra a foto meramente ilustrativa... O resto é igual, prateleiras são parafusadas oque torna bem firme, as portas são um pouca pesadas devido o modelo de roldanas utilizadas, os trilhos das gavetas que deveriam ser de melhor qualidade. Nível  de montagem é mediano, mas recomendo a montagem entre 2 e deitado de preferência, mas dá pra montar em pé caso não tenha espaço.",1,0,Falso negativo
4,Só faltou a alça nos cantos para fixá-lo melhor no colchão.,1,0,Falso negativo
1,"Meu status tá como entregue, mas nunca vi o produto, entrarei com um processo contra essa loja o mais breve possível. recomendo a todos que tenham cuidado.",0,1,Falso positivo
1,"Demorou 12 dias pra emitir a nota fiscal e despachar o produto e agora a previsão de entrega que era para o dia 02/05 foi atualizado para o dia 09/05, sacanagem heim...",0,1,Falso positivo
5,"Produto é muito lindo, sei que esse tipo de material não dura muito, mais que a beleza me encantou, a encantou",1,0,Falso negativo
5,"Produto devidamente embalado, condiz com as descrições demonstradas no site.",1,0,Falso negativo
1,Nao fiz essa compra.Fizeram essa compra em meu nome utilizando cartão falso. Gentileza fazer o bloqueio e suspender pedido. Já fiz boletim de ocorrência policial. Obrigada  Ivanete.,0,1,Falso positivo
4,"Funciona como deveria, não perde em nada para as concorrentes mas também não ganha em nada. O pão fica ótimo!!",1,0,Falso negativo
4,"faltou informar as dimensões do produto, é importante essa informação para uma adequar-se ao ambiente do interessado",1,0,Falso negativo
4,"A comprebel atrasou o pedido, o prazo era até 05/03, eles se pronunciaram no final de fevereiro dizendo que iam atrasar pq eles NÃO TINHAM O PRODUTO. Como é que uma loja se compromete a vender um produto que nem tem em estoque? Aguardando a chegada do produto...",1,0,Falso negativo
1,"Fiz a comprar, mais depois de um tempo esperando que eles cancelaram minha aquisição.",0,1,Falso positivo
1,"O livro desenvolve bem a sua interpretação de texto e raciocínio, mas como é um livro comentado, ele peca ao deixar o comentário com a resposta certa após a questão, por acidente, é possível ver a resposta nitidamente fazendo com que não possamos compreender as questões com um senso mais crítico!",0,1,Falso positivo
5,"Nas fotos aparecem 3 peças, não vemos o rolamento e também não vemos o rolamento acoplado ao coxim",1,0,Falso negativo
2,"Bom custo beneficio e praticidade,mas só! Muito barulhento e a potência deixa a desejar.",0,1,Falso positivo
5,"Cerveja gelada no ponto, sem enganação , combina com qualquer ambiente pelo tamanho e desenho moderno da tampa e cores",1,0,Falso negativo
5,"Melhor barra proteica que ja experimentei. As de chocolate com castanha e de amendoim nem parecem que são barras de proteína, parecem um doce comum!",1,0,Falso negativo
1,por ser um produto para criança deveria ser colada as pernas da caeira e da mesa,0,1,Falso positivo
4,Suporte dos pés muito apertado. Pés não possuem feldro para não arranhar o piso,1,0,Falso negativo
5,"Só fiquei bolado pq não entregaram na minha residência,tive que retirar nos correios,e paguei pelo frete né.",1,0,Falso negativo
4,"Na entrega do produto não foi entregue a mochila de transporte. Solicito informar quando será entregue, uma vez que constava do pacote adquirido.",1,0,Falso negativo
1,Estou com muito medo de comprar Tô  fora. Depois  do depoimentos das pessoas  sobre as mesas e cadeiras  de bar.,0,1,Falso positivo
5,Eu não comprei ainda mas eu estava vendo vídeos dessa bike e ela é muito boa,1,0,Falso negativo
5,"Comprei e não me arrependi... entrega correta e produto original... como vendem nesse preço eu não sei, mas podem comprar que  vcs recebem.",1,0,Falso negativo
4,"O sofá chegou 7 dias apos a compra, muito rápido. a espuma deve ser D26 pois é bem firme, as costuras bem feitas, não ha sobra de fios, o fundo, o tnt que protege a carcaça é frágil. os pés de plastico atendem razoavelmente bem como o local de fixação é ruim de fazer devido ao arremate o tecido. eu estou usando a 2 dias. as almofadas são bonitas mas menores do que aparece na foto. o tecido parece ser de qualidade, porém a cor não condiz, esse chumbo parede um azul bem escuro. Ainda não usei a cama.",1,0,Falso negativo
5,Loja parceira muito boa LOJAS AMERICANAS uma droga não recomendo  o sai-te,1,0,Falso negativo
5,"É rápido, bonito e a bateria é muito duradoura. Nunca travou ou deu problema, e já o tenho há 6 meses!",1,0,Falso negativo
2,"Faz o descrito, em músicas perde qualidade  na transmissão, também não tem um botão de liga e desliga, o aparelho que recebi o visor estava um pouco riscado,  e de vez em quando parece que o visor entrou água e fica em baseado. Apesar desses problemas de manuseio/visual/sonoro,  cumpre com o descrito.",0,1,Falso positivo
2,"O produto mói os grãos de maneira irregular, mesmo aumentando-se o tempo de moeção.",0,1,Falso positivo
2,"Recomendo comprei para colocar no painel de meu carro, pois quando viajo as crianças so ficam quietas assistindo a galinha pintadinha, porem precisa resolver o problema da luminosidade da tela. e o som ainda é baixo as crianças cantam mais alto.",0,1,Falso positivo
4,"Irei colocar apenas uma observação, não em relação ao perfume em si, mas pela embalagem, o perfume veio sem a tampa.",1,0,Falso negativo
2,Pensei  que fosse sem costura. Feito no calor e não era. Fiquei bem decepcionado.,0,1,Falso positivo
5,"Preço justo, tamanho grande, cabem até queijos grandes.  Única ""reclamação"" é que o plástico onde se apoia ela fica entortando para cima, mas nada que deixar um peso grande sobre ele por algumas horas não tenha resolvido.",1,0,Falso negativo
4,Comprei a cafeteira com uma promoção que receberia junto com a cafeteira 150 reias de cxs de café isso não aconteceu não consegui falar com.vcs e fui falar inclusive com a Dolce Giisto a resposta foi negativa fui muito prejudicado não recomendaria mais comprar nas Lojas Americana muito rum o pós venda e não entregaram o que foi vendido,1,0,Falso negativo
1,"Camera da frente pessíma, só enxergo borrões na foto, camera traseira pessima tbm. Nao recomendo a ninguem, se eu pudesse voltar a tras compraria o moto g5 plus.",0,1,Falso positivo
2,Estou muito triste. Pois o cara so entregou uma parte do painel. Estou aguardando ainda a entrega do restante.   Ajudem - me! Obrigada!,0,1,Falso positivo
2,"Cumpre o que promete, a película eu não usei ainda mas o cabo tá funcionando normal.",0,1,Falso positivo
2,O filtro não tem a função de eliminar bactérias como o original da Consul. Apesar do filtro da marca Consul ser bem mais caro adquirir o mesmo  por achar que a água fica bem mais leve!,0,1,Falso positivo
2,"Meio grande, com funções reduzidas e pra sincronizar completamente com relógio tem q ter aplicativo pago muito caro",0,1,Falso positivo
2,Sem as medidas como saber se o produto é adequado?,0,1,Falso positivo
5,"Toda familia esta jogando e interagindo com a criança. para a crianaça Ensina o valor do dinheiro, fazer contas, conhecer as cédulas de cada valor e fazer as negociações.  Só faltam alguns esclarecimentos das regras do jogo no manual",1,0,Falso negativo
1,Já tem mas de 20 dia úteis que comprei e até agora nada no rastreio só está escrito emiti do nota e nunca é feito já comprei outros produtos e veio tudo certo mas essa loja parceira e uma farsa,0,1,Falso positivo
2,"Aonde fica as entradas USB da caixa, na fotos nao vi, e ela realmente tem bluetooh?",0,1,Falso positivo
1,"Esse produto é entregue de jatinho particular pra custar R$ 167,00 o frete?",0,1,Falso positivo
2,"pequeno, pratico e cumpre a sua função perfeitamente!",0,1,Falso positivo
4,SO FALTOU TER AS LUZES Q INDICAM O FUNCIONAMENTO E A AGUA GELADA,1,0,Falso negativo
5,Na primeira impressão a folha atolou dentro da impressora e eu me ferrei mas dai eu resolvi com o programa do CD ai depois deu certo. Boto fé no produto,1,0,Falso negativo
1,Ja pedi a devolucao do produto. Que fria em que entrei!,0,1,Falso positivo
5,"-AS IMAGENS EM 3 D SÃO EXCEPCIONAIS.TENHO SÓ UMA CRÍTICA A FAZER A AMERICANAS.COM.,PAGUEI O  VALOR DE R$ 87,80 PELO PRODUTO E RECEBI UMA NOTA FISCAL NO VALOR DE R$47,80.",1,0,Falso negativo
2,As facas são muito boas porém a minha faça chefe veio com um pequeno dente no fio na parte de baixo que pra sair terá de ser afiada muitas é muitas vezes as outras duas facas vieram perfeitas é são muito boas.,0,1,Falso positivo
1,"A bicicleta e 260 o frete para o Pará e de 1450,00 Vocês tão doidos",0,1,Falso positivo
5,"O produto é ótimo, mas não chegou no prazo, solicitei cancelamento, não me responderam  e mandaram o produto mesmo assim. Passei pra frente já que eu ja tinha comprado no submarino e tinha recebido.",1,0,Falso negativo
5,"Poxa vida desse jeito nao da né Americanas , comprei o jogo dia 20/03 e nada do produto que foi lancado dia 20/04.    comprei um repelente dia 18/04 e chegou hoje . assim você cai no meu conceito né Americanas , minha relação com o site sempre foi boa , que que isso , pisou na bola demais  comprei na pre venda confiando que o produto pudesse chegar no máximo dia 23/04  e nada . nem pensar compro outro jogo na pré-venda por aqui , me desculpe . eu já fiquei puto que tanto na pre venda quando depois de ser lançado o preço não tem alteração, então pensei , pelo menos vou receber o jogo no máximo uns três dias depois , mais não foi o que aconteceu . e pra piorar comprei outro produto que chegou 6 dias apos a compra . brincadeira né Americanas Brincadeira .",1,0,Falso negativo
4,"Nossa família brincou muito e demos muitas risadas, mas nem todo mundo quis colocar o aparelho na boca. Pq acharam feio demais ficar babando.kkkk. no mais muito legal.",1,0,Falso negativo
4,"Parece q já foi usado e não para testar  pois a parte de baixo tava gasta, Mais tá funcionando, não comprarei mais nessa loja.",1,0,Falso negativo
1,"No ato da compra foi dado um prazo de entrega inicial enorme, mas ainda assim o produto chegou com atraso. Comprei na cor branca e me entregaram na cor preta, mesmo constando na nota fiscal o produto certo.",0,1,Falso positivo
4,"Aproveita bem o espaço, o material é bom, vem bem embalado, nada quebrado ou arranhado. Não gostei apenas da altura dos cabideiros, pequeno demais, não dá pra pôr vestidos e até pra camisas masculinas fica pequeno. Resolvi isso não colocando uma prateleira no módulo de canto, então sobrou espaço para pendurar vestidos.",1,0,Falso negativo
1,bateria  nota zero ; a carga completa  so dura  5h,0,1,Falso positivo
4,"Produto compatível com o preço,bonito, latas grandes,mas algumas vieram amassadas,mas nada que compromete a eficiência do produto.",1,0,Falso negativo
5,"O produto é muito bom, mas o site das lojas americanas é muito, mas muito ruim. Recomendo que pesquisem e comprem o produto em outro site. Pois se tiver qualquer tipo de problema, o site não resolve. Dizem que pode devolver, mas na verdade não se importam com o cliente. Depois de sete dias corridos, não fazem troca alguma. Comprei também uma Pipoqueira da Disney que não foi barato, com defeito e não querem trocar. Não recomendo o site. Pesquisem no Google antes. Porque têm mais barato, com entrega mais rápida. Muito ruim. Decepção!",1,0,Falso negativo
2,Faltou algumas caixas mais é um bom Produto. Nota 5,0,1,Falso positivo
4,"Não sei onde ouviram barulho alto. Ela emite um leve som, mas nada como andam falando.",1,0,Falso negativo
4,"Adorei o liqüidificador, recebi o produto dentro do praz! Só Que, cliquei no produto preto e vermelho para comprar, era o que eu desejava e chegou todo preto. Não gostei disso.",1,0,Falso negativo
2,"O produto é bom para Bebês até uns 8 meses no maximo. Para meu filho de 1 ano e 5 meses não atende, é pequeno e mole demais. Mas para bebês atende bem.",0,1,Falso positivo
